Entity Name,Entity ID,Security Name,Security ID,Does the company meet your screening criteria?,ESG Risk Score
Nan Ya Plastics Corp.,1008756769,,1008756769,Yes,23.84
Nan Ya Printed Circuit Board Corp,1034218517,,1034218517,Yes,21.36
"Nanfang Zhongjin Environment Co., Ltd.",2001954691,,2001954691,N/A,No data
"NanJi E-Commerce Co., Ltd.",2001065495,,2001065495,Yes,26.78
"Nanjing Cosmos Chemical Co., Ltd.",2001988346,,2001988346,N/A,No data
"Nanjing Gaoke Co., Ltd.",2000813971,,2000813971,Yes,25.47
"Nanjing Hanrui Cobalt Co., Ltd.",2001980458,,2001980458,Yes,51.37
"Nanjing Iron & Steel Co., Ltd.",2000816507,,2000816507,Yes,36.70
"Nanjing King-friend Biochemical Pharmaceutical Co., Ltd.",2001902428,,2001902428,Yes,44.27
"Nanjing Pharmaceutical Co., Ltd.",2000817665,,2000817665,N/A,No data
"Nanjing Quanxin Cable Technology Co., Ltd.",2002996744,,2002996744,N/A,No data
"Nanjing Securities Co., Ltd.",2000767857,,2000767857,Yes,31.87
Nanjing Tanker Corp.,2000817669,,2000817669,N/A,No data
"Nanjing Vazyme Biotech Co., Ltd.",2007846897,,2007846897,N/A,No data
Nanjing Xinjiekou Department Store Co. Ltd.,1013437481,,1013437481,N/A,No data
"Nankai Electric Railway Co., Ltd.",1008754178,,1008754178,Yes,29.05
"Nankang Rubber Tire Corp., Ltd.",1017672439,,1017672439,Yes,18.08
Nano Dimension Ltd.,1276174562,,1276174562,Yes,25.70
Nano-X Imaging Ltd.,2007702442,,2007702442,Yes,32.64
Nanofilm Technologies International Ltd.,2004886975,,2004886975,Yes,38.57
Nanologica AB,2004422610,,2004422610,Yes,33.15
Nanosonics Ltd.,1038845918,,1038845918,Yes,18.98
"NanoString Technologies, Inc.",1017527179,,1017527179,Yes,19.59
NanoTim Co. Ltd.,2013566684,,2013566684,N/A,No data
"NanoXplore, Inc.",2005415152,,2005415152,Yes,43.29
"Nantex Industry Co., Ltd.",1017654894,,1017654894,Yes,32.16
Nanto Bank Ltd.,1008754387,,1008754387,Yes,28.49
"Nantong Jianghai Capacitor Co., Ltd.",2001973824,,2001973824,Yes,23.74
"Nantong Jiangshan Agrochemical & Chemicals Co., Ltd.",2000817676,,2000817676,N/A,No data
Nanya Technology Corp.,1014192699,,1014192699,Yes,18.84
Nanyang Commercial Bank Ltd.,1012335972,,1012335972,Yes,32.57
"Napco Security Technologies, Inc.",1008168060,,1008168060,Yes,16.23
Naphtha Israel Petroleum Corp. Ltd.,1017355129,,1017355129,Yes,60.11
Narayana Hrudayalaya Ltd.,1038080767,,1038080767,Yes,32.46
"NARI Technology Co., Ltd.",1017098590,,1017098590,Yes,24.22
"Nasdaq, Inc.",1008618781,,1008618781,Yes,13.09
Naspers Ltd.,1008760556,,1008760556,Yes,15.62
NATCO Pharma Ltd.,1017288574,,1017288574,Yes,33.07
"Natera, Inc.",1035482216,,1035482216,Yes,34.67
"Nathan's Famous, Inc.",1007939538,,1007939538,Yes,29.57
National Agricultural Development Co.,2000899457,,2000899457,Yes,47.72
National Aluminium Co. Ltd.,1008758424,,1008758424,Yes,28.30
National Australia Bank Ltd.,1008200741,,1008200741,Yes,19.75
National Australia Bank Ltd. (New York),2001126061,,2001126061,Yes,19.75
National Bank Holdings Corp.,1086633038,,1086633038,Yes,30.92
National Bank of Canada,1008752213,,1008752213,Yes,15.68
National Bank of Fujairah PJSC,2000909191,,2000909191,Yes,27.95
National Bank of Greece SA,1008286353,,1008286353,Yes,25.76
National Bank of Kuwait SAK,1007900229,,1007900229,Yes,27.41
National Bank of Kuwait-Egypt,2000502190,,2000502190,Yes,24.55
National Bank of Ras Al Khaimah,1017586501,,1017586501,Yes,31.66
"National Bankshares, Inc.",1008291148,,1008291148,N/A,No data
National Beverage Corp.,1008199936,,1008199936,Yes,32.52
National Building & Marketing Co.,2005989641,,2005989641,N/A,No data
National Central Cooling Co. PJSC,1018282710,,1018282710,Yes,26.99
"National CineMedia, Inc.",1015836677,,1015836677,Yes,20.17
National Co. for Learning & Education,2006180579,,2006180579,Yes,22.31
National Company KazMunayGas JSC,1028382256,,1028382256,Yes,31.98
National Energy Services Reunited Corp.,2005171526,,2005171526,Yes,28.62
National Fuel Gas Co.,1008169144,,1008169144,Yes,39.35
National Gas & Industrialization Co.,2000931861,,2000931861,Yes,42.42
National Gas Transmission PLC,2000061482,,2000061482,Yes,20.54
National Grid Electricity Distribution (East Midlands) Plc,2003117441,,2003117441,Yes,18.21
National Grid Electricity Distribution (South Wales) Plc,2000970588,,2000970588,Yes,18.21
National Grid Electricity Distribution (South West) Plc,2000982378,,2000982378,Yes,18.21
National Grid Electricity Distribution (West Midlands) Plc,2003117442,,2003117442,Yes,18.21
National Grid Electricity Distribution Network Holdings Ltd.,2000797185,,2000797185,Yes,18.21
National Grid Electricity Transmission Plc,2000077144,,2000077144,Yes,18.21
"National Grid North America, Inc.",1121403686,,1121403686,Yes,20.90
National Grid Plc,1008283503,,1008283503,Yes,18.21
"National Health Investors, Inc.",1008199154,,1008199154,Yes,18.95
National HealthCare Corp.,1007910115,,1007910115,Yes,33.49
National Housing Finance & Investment Corp.,2006903340,,2006903340,Yes,18.64
National Industrialization Co.,1019025450,,1019025450,Yes,29.06
National Industries Group (Holding) SAK,1012336434,,1012336434,Yes,54.73
National Instruments Corp.,1008214964,,1008214964,Yes,11.74
National Investments Co. KSC,2000866866,,2000866866,Yes,37.51
National Marine Dredging Co.,2000913227,,2000913227,N/A,No data
National Medical Care Co.,2002865621,,2002865621,Yes,32.28
"National Petroleum Co., Ltd.",1017776649,,1017776649,N/A,No data
"National Presto Industries, Inc.",1008169269,,1008169269,Yes,36.56
National Real Estate Co.,1017381201,,1017381201,Yes,25.32
National Research Corp.,1008245093,,1008245093,Yes,20.31
National Rural Utilities Cooperative Finance Corp.,1010946916,,1010946916,Yes,17.64
National Securities Clearing Corp.,2001011255,,2001011255,Yes,20.69
"National Silicon Industry Group Co., Ltd.",2004803410,,2004803410,Yes,42.88
National Storage Affiliates Trust,1264902728,,1264902728,Yes,20.42
National Storage REIT,1259725367,,1259725367,Yes,15.01
"National Vision Holdings, Inc.",1008197368,,1008197368,Yes,17.14
"National Western Life Group, Inc.",1008168751,,1008168751,Yes,33.50
"National-Oilwell, Inc.",2000023398,,2000023398,Yes,32.05
Nationale-Nederlanden Bank NV,2000493227,,2000493227,Yes,14.70
NationGate Holdings Bhd.,2012804073,,2012804073,N/A,No data
"Nations Technologies, Inc.",2002732050,,2002732050,N/A,No data
Nationwide Building Society,1008753679,,1008753679,Yes,10.18
"Nationwide Financial Services, Inc.",1008237631,,1008237631,Yes,28.04
NATS (En Route) Plc,1030411711,,1030411711,Yes,13.28
Natura & Co. Luxembourg Holdings Sarl,2001793064,,2001793064,Yes,29.49
Natura &Co Holding SA,2007073041,,2007073041,Yes,29.49
Natura Cosméticos SA,1013385710,,1013385710,Yes,29.49
"Natural Grocers by Vitamin Cottage, Inc.",1012190395,,1012190395,Yes,27.03
"Nature's Sunshine Products, Inc.",1008168949,,1008168949,Yes,35.76
"NATURECELL Co., Ltd.",2001229177,,2001229177,Yes,38.72
Naturgy Capital Markets SA,1040305933,,1040305933,Yes,19.75
Naturgy Energy Group SA,1008757135,,1008757135,Yes,19.75
Naturgy Finance BV,1030708642,,1030708642,Yes,19.75
NatWest Group Plc,1008442183,,1008442183,Yes,19.80
NatWest Markets Plc,1015960123,,1015960123,Yes,13.33
"NAURA Technology Group Co., Ltd.",2001986825,,2001986825,Yes,27.22
"Nautilus Biotechnology, Inc.",2008856499,,2008856499,Yes,25.68
NAV CANADA,1012082278,,1012082278,Yes,18.97
Nava Ltd.,1016860732,,1016860732,Yes,35.90
NAVER Corp.,1016587142,,1016587142,Yes,15.03
Navient Corp.,1267883775,,1267883775,Yes,24.78
Navigator Global Investments Ltd.,1034294686,,1034294686,Yes,32.37
Navin Fluorine International Ltd.,1016283838,,1016283838,Yes,34.48
"Navinfo Co., Ltd.",2002731964,,2002731964,Yes,24.79
Navitas Semiconductor Corp.,2009337658,,2009337658,Yes,40.35
NAXS AB,2001055103,,2001055103,Yes,35.43
NAXS AB (publ),1041155078,,1041155078,Yes,35.43
Nayax Ltd. (Israel),2008097851,,2008097851,Yes,23.90
Nayifat Finance Co.,2005599981,,2005599981,N/A,No data
Nayuki Holdings Ltd.,2008537712,,2008537712,Yes,47.21
Nazara Technologies Ltd.,2001222404,,2001222404,Yes,15.45
NB Private Equity Partners Ltd.,2001297954,,2001297954,N/A,No data
NBCC (India) Ltd.,1017542007,,1017542007,Yes,40.58
NBCUniversal Media LLC,1008548715,,1008548715,Yes,16.21
NBK SPC Ltd.,1438168500,,1438168500,Yes,24.55
NBK Tier 1 Financing (2) Ltd.,2007393803,,2007393803,Yes,27.41
NBK Tier 1 Ltd.,2008344643,,2008344643,Yes,27.41
NBK Tier 2 Ltd.,2008275589,,2008275589,Yes,27.41
"NBM US Holdings, Inc.",2006180609,,2006180609,Yes,31.55
NBN Co. Ltd.,2002757625,,2002757625,Yes,25.38
"NBT Bancorp, Inc.",1008167898,,1008167898,Yes,26.93
NCAB Group AB,2001639838,,2001639838,Yes,15.84
NCC AB,1008753139,,1008753139,Yes,29.15
NCC Group Plc,1008038103,,1008038103,Yes,18.99
NCC Ltd.,1017487907,,1017487907,Yes,47.64
"nCino, Inc.",2009832188,,2009832188,Yes,18.30
NCR Voyix Corp.,1008047554,,1008047554,Yes,19.33
NCsoft Corp.,1009139764,,1009139764,Yes,14.26
NE Property BV,1150990775,,1150990775,Yes,7.83
NEC Capital Solutions Ltd.,1013348847,,1013348847,Yes,29.36
NEC Corp.,1007910180,,1007910180,Yes,13.54
NEC Networks & System Integration Corp.,1008756944,,1008756944,Yes,17.18
"Necessity Retail REIT, Inc.",2000264914,,2000264914,Yes,16.10
Nedap NV,1008757240,,1008757240,Yes,13.69
Nedbank Group Ltd.,1008287966,,1008287966,Yes,17.13
Nederlandse Financierings-Maatschappij Ontwikkelingslanden NV,1066714584,,1066714584,Yes,4.61
Nederlandse Gasunie NV,1008753215,,1008753215,Yes,18.92
Nederlandse Waterschapsbank NV,1008754269,,1008754269,Yes,9.90
Nederman Holding AB,1008484826,,1008484826,Yes,19.25
"Neighbourly Pharmacy, Inc.",2005398147,,2005398147,Yes,22.84
Neinor Homes SA,2004997517,,2004997517,Yes,9.09
Nektar Therapeutics,1007908175,,1007908175,Yes,37.84
NEL ASA,1020641654,,1020641654,Yes,30.17
Nelly Group AB,1108480105,,1108480105,Yes,24.50
"Nelnet, Inc.",1012157441,,1012157441,Yes,26.10
Nemak SAB de CV,1020601036,,1020601036,Yes,25.90
Nemetschek SE,1008761318,,1008761318,Yes,19.86
Neoen SA,2001517213,,2001517213,Yes,22.76
Neoenergia SA,2000515532,,2000515532,Yes,23.44
NeoGames SA,2003658466,,2003658466,Yes,27.37
Neogen Chemicals Ltd.,2004049033,,2004049033,N/A,No data
Neogen Corp.,1008217929,,1008217929,Yes,17.58
"NeoGenomics, Inc.",1009213550,,1009213550,Yes,19.72
Neometals Ltd.,1015531363,,1015531363,Yes,36.92
"NEOWIZ Co., Ltd.",1041950668,,1041950668,Yes,19.03
NEPES Corp.,1028235417,,1028235417,Yes,34.44
NEPI Rockcastle NV,1044287948,,1044287948,Yes,7.83
"NerdWallet, Inc.",2004499882,,2004499882,Yes,23.01
"Nerdy, Inc.",2008833969,,2008833969,Yes,30.09
Nerval SAS,2010174101,,2010174101,N/A,No data
Nesco Ltd.,1028235431,,1028235431,Yes,26.84
Neste Corp.,1028460664,,1028460664,Yes,19.52
"Nestle Holdings, Inc.",1010724816,,1010724816,Yes,27.25
Nestlé (Malaysia) Bhd.,1013753436,,1013753436,Yes,20.85
Nestlé Finance International Ltd.,1028406684,,1028406684,Yes,27.25
Nestlé India Ltd.,1008756072,,1008756072,Yes,28.28
Nestlé SA,1007910219,,1007910219,Yes,27.25
Net Holding AS,1011613342,,1011613342,Yes,31.98
Net Insight AB,1012387346,,1012387346,Yes,21.30
"Net One Systems Co., Ltd.",1008852456,,1008852456,Yes,22.23
"Net Protections Holdings, Inc.",2002448019,,2002448019,Yes,25.92
Net263 Ltd.,2002860813,,2002860813,N/A,No data
"NetApp, Inc.",1007910298,,1007910298,Yes,15.43
Netcare Ltd.,1012371900,,1012371900,Yes,30.11
Netcompany Group A/S,2006145673,,2006145673,Yes,17.07
NetDragon Websoft Holdings Ltd.,1019550674,,1019550674,Yes,18.25
"NetEase, Inc.",1008294758,,1008294758,Yes,17.75
Netel Holding AB,2005180052,,2005180052,Yes,31.53
"Netflix, Inc.",1007910258,,1007910258,Yes,16.41
"NETGEAR, Inc.",1008045000,,1008045000,Yes,14.58
NetLink NBN Trust,1537989019,,1537989019,Yes,23.03
Netmarble Corp.,1162014399,,1162014399,Yes,17.81
Neto Malinda Trading Ltd.,2001220578,,2001220578,Yes,22.98
"NetScout Systems, Inc.",1007910285,,1007910285,Yes,19.35
NetSTREIT Corp.,2007546516,,2007546516,Yes,18.25
"Neturen Co., Ltd.",1008759117,,1008759117,Yes,37.33
Netwealth Group Ltd.,2003492715,,2003492715,Yes,21.16
Netweb Technologies India Ltd.,2008785480,,2008785480,N/A,No data
Network Finance Co. Pty Ltd.,2005215869,,2005215869,Yes,29.89
Network I2I (Singapore) Pte Ltd.,2001000137,,2001000137,Yes,19.48
Network International Holdings Plc,2006854044,,2006854044,Yes,19.82
Network Rail Infrastructure Finance Plc,1021116634,,1021116634,Yes,26.63
Network Rail Infrastructure Ltd.,2000125293,,2000125293,Yes,26.63
Network18 Media & Investments Ltd.,1038324086,,1038324086,Yes,15.66
NEUCA SA,1013509915,,1013509915,Yes,14.11
Neuland Laboratories Ltd.,2000757909,,2000757909,N/A,No data
Neuren Pharmaceuticals Ltd.,2000111920,,2000111920,Yes,34.12
"Neurocrine Biosciences, Inc.",1007910319,,1007910319,Yes,24.82
Neurones SA,1016058887,,1016058887,Yes,21.15
Neusoft Corp.,2001208486,,2001208486,N/A,No data
Nevada Power Co.,1008861263,,1008861263,Yes,36.59
Nevro Corp.,1038363838,,1038363838,Yes,21.95
"New Brunswick (F-M) Project Co., Inc.",1028582412,,1028582412,N/A,No data
"New China Life Insurance Co., Ltd.",1013434635,,1013434635,Yes,25.25
New Development Bank,2004963433,,2004963433,Yes,15.48
"New Fortress Energy, Inc.",2006359172,,2006359172,Yes,40.78
"New Gold, Inc.",1012754803,,1012754803,Yes,34.63
"New Guomai Digital Culture Co., Ltd.",2000820694,,2000820694,N/A,No data
New Hope Corp. Ltd.,1008811037,,1008811037,Yes,49.14
"New Hope Dairy Co., Ltd.",2006709748,,2006709748,N/A,No data
"New Hope Liuhe Co., Ltd.",1020596991,,1020596991,Yes,52.06
New Horizon Health Ltd.,2008508228,,2008508228,Yes,26.18
New Jersey Resources Corp.,1008169581,,1008169581,Yes,30.40
"New Journey Health Technology Group Co., Ltd.",2001161601,,2001161601,N/A,No data
"New Kansai International Airport Co., Ltd.",1231050477,,1231050477,Yes,20.52
New Metro Global Ltd.,2005346888,,2005346888,Yes,22.38
"New Oriental Education & Technology Group, Inc.",1035694786,,1035694786,Yes,15.16
New Pacific Metals Corp.,2000068101,,2000068101,Yes,51.67
"New Relic, Inc.",1052194280,,1052194280,Yes,18.02
New Wave Group AB,1012371458,,1012371458,Yes,18.60
New Work SE,1032539534,,1032539534,Yes,24.64
New World China Land Ltd.,1010322799,,1010322799,Yes,15.81
New World Development Co. Ltd.,1008033977,,1008033977,Yes,15.81
"New York Community Bancorp, Inc.",1008213108,,1008213108,Yes,27.76
New York Life Global Funding,1028409399,,1028409399,Yes,16.31
New York Life Insurance Co.,1008066342,,1008066342,Yes,16.31
"New York Mortgage Trust, Inc.",1016200728,,1016200728,Yes,16.23
New York State Electric & Gas Corp.,2000038012,,2000038012,Yes,30.07
"Neway Valve (Suzhou) Co., Ltd.",1054877814,,1054877814,N/A,No data
Newcastle Coal Infrastructure Group Pty Ltd.,1031581251,,1031581251,Yes,11.83
Newcrest Finance Pty Ltd.,2003301494,,2003301494,Yes,28.64
Newcrest Mining Ltd.,1008754141,,1008754141,Yes,28.64
"Newell Brands, Inc.",1008169949,,1008169949,Yes,13.84
Newfoundland & Labrador Hydro,1008752123,,1008752123,Yes,36.88
Newgen Software Technologies Ltd.,2000844319,,2000844319,N/A,No data
"Newland Digital Technology Co., Ltd.",2000705858,,2000705858,Yes,27.96
"Newmark Group, Inc.",2005500792,,2005500792,Yes,15.66
NewMarket Corp.,1008148641,,1008148641,Yes,36.07
"Newmax Technology Co., Ltd.",1054652086,,1054652086,Yes,31.45
Newmed Energy LP,1028220701,,1028220701,Yes,54.97
Newmont Corp.,1008170041,,1008170041,Yes,22.23
"Newpark Resources, Inc.",1007972434,,1007972434,Yes,30.19
Newriver Reit Plc,1067899448,,1067899448,Yes,11.47
News Corp.,1220619890,,1220619890,Yes,11.47
"NewtekOne, Inc.",2000050452,,2000050452,N/A,No data
NewYork-Presbyterian Hospital,1009119758,,1009119758,Yes,32.06
"Nex Point Public Co., Ltd.",2000117603,,2000117603,Yes,25.62
Nexa Resources SA,1292718175,,1292718175,Yes,41.66
Nexans SA,1013297569,,1013297569,Yes,21.04
Nexchip Semiconductor Corp.,2005259097,,2005259097,N/A,No data
NEXEN TIRE Corp.,1008762578,,1008762578,Yes,13.49
NexGen Energy Ltd.,1221553410,,1221553410,Yes,33.83
Nexi SpA,2001118068,,2001118068,Yes,18.17
Nexity SA,1009658188,,1009658188,Yes,16.01
"NEXON Co., Ltd.",1150623748,,1150623748,Yes,18.20
"Nexon Games Co., Ltd.",2010805071,,2010805071,Yes,26.92
NexPoint Diversified Real Estate Trust,2000127460,,2000127460,N/A,No data
"NexPoint Real Estate Finance, Inc.",2007529868,,2007529868,Yes,22.06
"NexPoint Residential Trust, Inc.",1281411185,,1281411185,Yes,20.68
"Nexstar Media Group, Inc.",1008396884,,1008396884,Yes,16.58
Next 15 Group Plc,1008761437,,1008761437,Yes,19.70
Next Group Plc,2006750268,,2006750268,Yes,19.69
Next Plc,1015563739,,1015563739,Yes,19.69
"Nextage Co., Ltd.",1038397907,,1038397907,Yes,15.76
NextDC Ltd.,1123246430,,1123246430,Yes,16.24
NextDecade Corp.,2005329977,,2005329977,Yes,38.19
"Nextdoor Holdings, Inc.",2009193135,,2009193135,Yes,28.14
Nexteer Automotive Group Ltd.,1067381629,,1067381629,Yes,13.51
NextEnergy Solar Fund Ltd.,2003907004,,2003907004,Yes,19.48
Nextensa NV,1018478536,,1018478536,N/A,No data
"NextEra Energy Capital Holdings, Inc.",1011030605,,1011030605,Yes,23.12
NextEra Energy Partners LP,1272043132,,1272043132,Yes,25.21
"NextEra Energy, Inc.",1008148832,,1008148832,Yes,23.12
Nextgear Floorplan Master Owner Trust 2022-1,2011239469,,2011239469,Yes,42.11
Nextgear Floorplan Master Owner Trust 2023-1,2014719632,,2014719632,Yes,42.11
"NextGen Healthcare, Inc.",1008064619,,1008064619,Yes,17.23
"NexTier Oilfield Solutions, Inc.",2007391801,,2007391801,Yes,22.67
"NEXTIN, Inc.",2004622898,,2004622898,Yes,19.61
"NextNav, Inc.",2009427637,,2009427637,Yes,26.74
"NEXTracker, Inc.",2000280721,,2000280721,N/A,No data
NEXUS AG,1008034128,,1008034128,Yes,19.10
Nexus Industrial REIT,2005177047,,2005177047,Yes,20.59
Nexus Select Trust,2014089167,,2014089167,N/A,No data
"NFI Group, Inc.",1009246581,,1009246581,Yes,29.57
NGD Holdings BV,2008859915,,2008859915,Yes,37.11
"Ngern Tid Lor Public Co., Ltd.",2004666438,,2004666438,Yes,28.50
NGG Finance Plc,1034841907,,1034841907,Yes,18.21
"NGK Insulators, Ltd.",1008753903,,1008753903,Yes,23.74
NGL Energy Partners LP,1122702030,,1122702030,Yes,46.16
"NGM Biopharmaceuticals, Inc.",2000179442,,2000179442,Yes,25.90
NGPL PipeCo LLC,1040942344,,1040942344,Yes,42.40
NGS Group AB,1028829450,,1028829450,Yes,14.31
NH Foods Ltd.,1008752625,,1008752625,Yes,37.73
NH Hotel Group SA,1008761543,,1008761543,Yes,25.25
"NH Investment & Securities Co., Ltd.",1010036741,,1010036741,Yes,28.68
"NH Investment & Securities Co., Ltd. /Old/",1018123868,,1018123868,Yes,28.68
"NHK Spring Co., Ltd.",1008754386,,1008754386,Yes,15.73
NHN Corp.,1251247867,,1251247867,Yes,31.20
NHN KCP Corp.,1028239484,,1028239484,Yes,23.36
NHPC Ltd.,1018319287,,1018319287,Yes,22.13
"NI Holdings, Inc.",1388891357,,1388891357,Yes,29.04
Niagara Health Systems,2001292968,,2001292968,Yes,30.30
Niagara Mohawk Power Corp.,2000092873,,2000092873,Yes,13.76
NIB Holdings Ltd.,1046530420,,1046530420,Yes,19.19
NIBC Bank NV,1034851416,,1034851416,Yes,17.52
NIBC Holding NV,1016126085,,1016126085,Yes,20.49
NIBE Industrier AB,1012371454,,1012371454,Yes,19.43
"NICE Holdings Co., Ltd.",1028262020,,1028262020,Yes,32.04
"NICE Information Service Co., Ltd.",1017341955,,1017341955,Yes,29.46
NICE Ltd. (Israel),1007910427,,1007910427,Yes,14.35
NICHIAS Corp.,1008754404,,1008754404,Yes,27.04
"Nichiban Co., Ltd.",1008759070,,1008759070,Yes,9.18
Nichicon Corp.,1008759292,,1008759292,Yes,24.73
NICHIDEN Corp.,1008761845,,1008761845,Yes,27.08
Nichidenbo Corp.,2000915666,,2000915666,Yes,27.69
Nichiha Corp.,1008756903,,1008756903,Yes,29.95
Nichirei Corp.,1008754902,,1008754902,Yes,34.52
"Nichireki Co., Ltd.",1008758924,,1008758924,Yes,35.14
Nick Scali Ltd.,1018808443,,1018808443,Yes,15.24
Nickel Asia Corp.,1037998213,,1037998213,Yes,34.76
Nickel Industries Ltd.,2003523510,,2003523510,Yes,45.08
"Nicolet Bankshares, Inc.",1011444236,,1011444236,Yes,28.62
Nidec Chaun-Choung Technology Corp.,1017683691,,1017683691,Yes,21.64
NIDEC Corp.,1008761183,,1008761183,Yes,26.10
NIE Finance Plc,2003171658,,2003171658,Yes,32.93
Niedersachsen Invest GmbH,2007919182,,2007919182,Yes,35.36
"Nien Made Enterprise Co., Ltd.",1014693101,,1014693101,Yes,16.18
"Nifco, Inc.",1008752295,,1008752295,Yes,21.13
"NIHON CHOUZAI Co., Ltd.",1019952179,,1019952179,Yes,22.38
Nihon Kohden Corp.,1008759019,,1008759019,Yes,30.22
Nihon M&A Center Holdings Inc.,1036824904,,1036824904,Yes,27.47
"Nihon Nohyaku Co., Ltd.",1008756812,,1008756812,Yes,39.88
"Nihon Parkerizing Co., Ltd.",1008758868,,1008758868,Yes,28.44
"Nihon Tokushu Toryo Co., Ltd.",1008759187,,1008759187,Yes,19.45
"Nihon Trim Co., Ltd.",1009226125,,1009226125,Yes,36.24
NIIT Learning Systems Ltd.,2014373568,,2014373568,N/A,No data
NIIT Ltd.,1009392293,,1009392293,Yes,20.78
"NIKE, Inc.",1008170227,,1008170227,Yes,18.90
"Nikkiso Co., Ltd.",1008758874,,1008758874,Yes,29.28
"NIKKON Holdings Co., Ltd.",1008760516,,1008760516,Yes,20.24
Nikola Corp.,2007640618,,2007640618,Yes,36.50
Nikon Corp.,1008752414,,1008752414,Yes,18.96
Nilfisk Holding A/S,2005465733,,2005465733,Yes,23.71
Nilörngruppen AB,1016056768,,1016056768,Yes,14.19
Nine Dragons Paper Holdings Ltd.,1013428669,,1013428669,Yes,30.61
"Nine Energy Service, Inc.",2000240610,,2000240610,N/A,No data
Nine Entertainment Co. Holdings Ltd.,1233960685,,1233960685,Yes,16.37
Ninestar Corp.,2001109858,,2001109858,Yes,18.06
Ninety One Ltd.,2007570993,,2007570993,Yes,29.67
Ninety One Plc,2007595274,,2007595274,Yes,26.49
"Ningbo Boway Alloy Material Co., Ltd.",2003004691,,2003004691,N/A,No data
"Ningbo Deye Technology Co., Ltd.",2004781766,,2004781766,Yes,38.62
"Ningbo Haitian Precision Machinery Co., Ltd.",2003289598,,2003289598,Yes,37.74
"Ningbo Huaxiang Electronic Co., Ltd.",2000858500,,2000858500,Yes,25.00
"Ningbo Jifeng Auto Parts Co., Ltd.",2003232887,,2003232887,N/A,No data
Ningbo Joyson Electronic Corp.,2000760111,,2000760111,Yes,29.50
"Ningbo Orient Wires & Cable Co., Ltd.",2004082433,,2004082433,Yes,30.01
"Ningbo Peacebird Fashion Co., Ltd.",2001927979,,2001927979,Yes,21.06
"Ningbo Ronbay New Energy Technology Co., Ltd.",2006884232,,2006884232,Yes,29.23
"Ningbo Sanxing Medical Electric Co., Ltd.",2003166085,,2003166085,Yes,27.86
"Ningbo Shanshan Co., Ltd.",2000801375,,2000801375,N/A,No data
"Ningbo Tuopu Group Co., Ltd.",2004422398,,2004422398,Yes,28.84
"Ningbo Xusheng Group Co., Ltd.",2005266536,,2005266536,Yes,22.80
"Ningbo Yong Xin Optics Co., Ltd.",2003029248,,2003029248,N/A,No data
"Ningbo Yunsheng Co., Ltd.",2000815053,,2000815053,N/A,No data
"Ningbo Zhenyu Technology Co., Ltd.",2004404948,,2004404948,Yes,35.45
"Ningbo Zhoushan Port Co., Ltd.",1020706724,,1020706724,Yes,19.75
"Ningxia Baofeng Energy Group Co., Ltd.",2003580274,,2003580274,Yes,29.80
"Ningxia Building Materials Group Co., Ltd.",2000774023,,2000774023,N/A,No data
"Ningxia Jiaze Renewables Co., Ltd.",2005289777,,2005289777,N/A,No data
"Ningxia Western Venture Industrial Co., Ltd.",2000817419,,2000817419,N/A,No data
"Ningxia Zhongyin Cashmere Co., Ltd.",2000736509,,2000736509,Yes,23.68
"Nintendo Co., Ltd.",1008754186,,1008754186,Yes,16.61
"NIO, Inc.",2006339786,,2006339786,Yes,28.43
NioCorp Developments Ltd.,2006752705,,2006752705,N/A,No data
NIPPN Corp.,1008753938,,1008753938,Yes,34.44
"Nippon Accommodations Fund, Inc.",1035745446,,1035745446,Yes,15.19
"Nippon Beet Sugar Manufacturing Co., Ltd.",1008758004,,1008758004,Yes,46.09
"Nippon Building Fund, Inc.",1016170977,,1016170977,Yes,14.22
"Nippon Carbon Co., Ltd.",1008753505,,1008753505,Yes,28.22
"Nippon Ceramic Co., Ltd.",1008762470,,1008762470,Yes,27.21
Nippon Chemi-Con Corp.,1008753640,,1008753640,Yes,23.21
"Nippon Coke & Engineering Co., Ltd.",1008758124,,1008758124,Yes,51.26
"Nippon Denko Co., Ltd.",1008757876,,1008757876,Yes,50.73
"Nippon Densetsu Kogyo Co., Ltd.",1008759041,,1008759041,Yes,41.09
"Nippon Electric Glass Co., Ltd.",1008753619,,1008753619,Yes,21.91
"Nippon Express Holdings, Inc.",2009561333,,2009561333,Yes,24.45
"Nippon Fine Chemical Co., Ltd.",1008758591,,1008758591,Yes,32.64
"Nippon Gas Co., Ltd. (8174)",1008758438,,1008758438,Yes,33.20
"Nippon Kanzai Co., Ltd.",1013416400,,1013416400,Yes,21.45
"NIPPON KANZAI Holdings Co., Ltd.",2013619399,,2013619399,Yes,21.45
"Nippon Kayaku Co., Ltd.",1008510755,,1008510755,Yes,32.21
"Nippon Koei Co., Ltd.",1008758963,,1008758963,N/A,No data
Nippon Life India Asset Management Ltd.,2004637570,,2004637570,Yes,19.96
"Nippon Light Metal Holdings Co., Ltd.",1008752701,,1008752701,Yes,29.31
"Nippon Paint Holdings Co., Ltd.",1008752653,,1008752653,Yes,32.67
"Nippon Paper Industries Co., Ltd.",1013947426,,1013947426,Yes,24.61
"Nippon Parking Development Co., Ltd.",1017342433,,1017342433,Yes,29.85
"Nippon Pillar Packing Co., Ltd.",1013445479,,1013445479,Yes,29.85
